"ParticipantNumber","OverallExperience","PreRegImp","PreregExp1","PreregUse_1","PreregUse_2","PreregUse_4","PreregUse_6","PreregUse_7","PreregUse_7_TEXT","PreRegExp2","PreRegExp2_TEXT","RRExp_1","RRExp_4","RRExp_5","RRExp_6","RRExp_7","RRExp_7_TEXT","prereg-concerns","PreRegConList","PreRegCon_delay","PreRegCon_look","PreRegCon_prevent_exp","PreRegCon_stifle_creativity","PreRegCon_scooping","PreRegCon_other","PreRegCon_text","PreRegCon_prevent_sig","PreRegCon_diff_pub","PreRegCon_none","CodeDef","CodeImp","CodeExp","CodeUse_useOthers","CodeUse_mine","CodeUse_reading","CodeUse_other","CodeUse_text","CodeUse_peer","Code-concerns","CodeConcernList","CodeCon_criticise","CodeCon_diff_understand","CodeCon_assistance","CodeCon_lose_control","CodeCon_errors","CodeCon_credit","CodeCon_other","CodeCon_text","CodeCon_none","CodeCon_violate","CodeCon_ip","OpenDataDef","OpenDataImp","OpenDataExp","DataUse_useOthers","DataUse_mine","DataUse_peer","DataUse_reading","DataUse_other","DataUse_text","Data-Concerns","DataConcernsList","DataConcern_criticise","DataConcern_ip","DataConcern_devalues","DataConcern_other","DataConcern_text","DataConcern_none","DataConcern_effort","DataConcern_unfair","DataConcern_credit","DataConcern_ethics","DataConcern_privacy","DataConcern_control","DataConcern_scoop","PrePubDef","PrePubImp","PrePubExp","PrePubUse_upload","PrePubUse_other","PrePubUse_text","PrePubUse_cited","PrePubUse_read","PrePub-Concerns","PrePubConcernsText","PrePubConcern_policy","PrePubConcern_scoop","PrePubConcern_noise","PrePubConcern_citations","PrePubConcern_other","PrePubConcern_text","PrePubConcern_compare","PrePubConcern_none","OAdef","OAprop","OAfees_free","OAfees_research_income","OAfees_centre","OAfees_school","OAfees_collab","OAfees_own_money","OAfees_other","OAfees_text","OAfees_withdrew","OAfees_waiver","OAfees_hdr","LastStudy","LastStudy_TEXT","OSmost_data","OSmost_code","OSmost_prepub","OSmost_prereg","OSmost_none","OSmost_OA","OSmost_unknown","OSmost_other","OSmost_text","OSmost_repo","OSTools_1","OSTools_2","OSTools_3","OSTools_4","OSTools_5","OSTools_6","OSTools_7","OSTools_8","OSTools_9","OSTools_10","OSTools_11","OSTools_12","OSTools_22","OSToolsOther","OSBarriers","OSBarriersText","OSFacilitate","OSBarrier_noOAFunding","OSBarrier_noCredit","OSBarrier_noMandate","OSBarrier_noInfo","OSBarrier_noInfrastructure","OSBarrier_noTimeEngage","OSBarrier_colleaguesDis","OSBarrier_noInterest","OSBarrier_none","OSBarrier_intimidating","OSBarrier_other","OSBarrier_text","OSBarrier_supervisorsDis","OSBarrier_noTraining","OSBarrier_independent","OSBarrier_noRecognition","OSBarrier_noSupport","OSBarrier_noOSFunding","OSBarrier_noTimeLearn","OSBarrier_noExpertise","DefRR","crisis","RepEstimate","self_rep_1","self_rep_2","self_rep_3","self_rep_5","self_rep_6","self_rep_4","LearnedFrom_9","LearnedFrom_9_TEXT","LearnedFrom_10","LearnedFrom_11","LearnedFrom_12","LearnedFrom_13","LearnedFrom_14","LearnedFrom_15","LearnedFrom_16","LearnedFrom_17","LearnedSpec","Teaching_1","Teaching_2","Teaching_3","Teaching_4","Teaching_5","Teaching_6","Teaching_6_TEXT","Teaching_7","Teaching_8","AcLevel_1","AcLevel_2","AcLevel_3","AcLevel_4","AcLevel_5","AcLevel_6","AcLevel_7","AcLevel_9","AcLevel_10","AcLevel_10_TEXT","AcLevel_12","AcLevel_13","funded","FundKnow","Thanks","FORcode_2_num","FORcode_2_label","FORcode_4_num","FORcode_4_label","discipline","crisis_num","OverallExp_num","PreRegImp_num_o","PreRegExp_num","CodeImp_num_o","CodeExp_num","DataExp_num","DataImp_num_o","PrePubImp_num_o","PrePubExp_num","OAprop_num_o","PreRegImp_num","CodeImp_num","DataImp_num","PrePubImp_num","OAprop_num","OverallExp","PreRegExp","DataImp","DataExp","AcLevel_Label"
1175,3,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"The difference between initial ideas and questions and the final version at the time of results can be huge. This level of openness might only remove the edge while not providing potential partners the correct version of research status",NA,1,NA,1,1,NA,NA,NA,NA,NA,1,"Extremely important","Some Use",1,1,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,NA,1,"I use commercial data under strict licensing",NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,0,1,1,2,1,2,2,0,1,0,1,1,2,NA,1,"time","simple guidelines and tutorials",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,"No Crisis",70,1,1,0,0,0,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,"ARDC, ORCID",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,14," Economics",1402," Applied Economics","Business & Law","3","3","4","1","1","3","3","3","2","2","0","1","4","2","3","0","Some","Unaware","Somewhat unimportant","Some Use","PhD Student"
1176,3,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,"Somewhat important","Some Use",1,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,2,NA,1,1,1,1,NA,NA,1,NA,1,"Some",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,0,0,0,2,0,0,2,0,0,0,1,NA,1,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,"Slight Crisis",20,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,9," Engineering",915," Interdisciplinary Engineering","Engineering","2","3","4","1","2","3","3","2","4","2","4","1","3","3","1","1","Some","Unaware","Somewhat important","Some Use","Senior Lecturer"
1177,1,"Somewhat important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,1,1,NA,NA,NA,1,NA,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,NA,0,NA,1,1,1,1,1,1,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,NA,NA,NA,1,NA,1,1,NA,1,1,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,"I don't think there is a point in publishing a paper before reviews - it's an additional work and do not contribute to anything.",1,1,1,NA,NA,NA,NA,NA,1,"Most",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,0,0,0,0,0,2,0,1,"What about Academia.com or ResearchGate? are these also open science resources?",1,"Funding for open access journals","A n open access publication fee assistance",1,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,12," Built Environment and Design",1205," Urban and Regional Planning","Other",NA,"1","2","1","2","1","1","2","4","1","2","3","3","3","1","3","Unaware","Unaware","Somewhat important","Unaware","Research Fellow"
1178,4,"Somewhat important",3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Somewhat important","Regular Use",1,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,2,4,1,1,NA,NA,NA,NA,1,"Receiving appropriate acknowledgement. Other scholars conducting analyses I was planning on.",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Most",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,1,1,2,0,0,0,0,0,0,2,1,0,1,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,"Significant Crisis",10,0,0,0,0,0,0,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11," Medical and Health Sciences",1109," Neurosciences","Medical & Health Sciences","1","4","2","3","2","4","4","2","3","2","2","3","3","3","2","3","Extensive","Some Experience","Somewhat important","Regular Use","NA"
1179,2,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Inability to deviate from plans following evolution of project overtime",1,1,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"Many surveys used in the field are copy-righted",NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,1,"Uable to make data openly available due to agreements with organisations where data has been collected",NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,"It has not been peer reviewed",1,1,1,1,NA,NA,1,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,1,"Agreements with organisations where data has been collected",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,4,"Don't Know",45,0,1,0,0,0,0,1,"Through journal submission process",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","4","2","2","2","3","2","2","3","4","1","0","3","2","2","1","0","Aware, But Not Used","Aware, But Not Used","Somewhat unimportant","Aware, But Not Used","Postdoc"
1180,3,"Somewhat important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Extremely important","Some Experience",NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,0,0,0,0,0,0,0,2,0,0,1,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,4,"Slight Crisis",60,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,17," Psychology and Cognitive Sciences",1702," Cognitive Sciences","Psyc & Cog Sciences","2","3","2","1","2","1","2","2","1","3","0","3","3","3","4","0","Some","Unaware","Somewhat important","Aware, But Not Used","PhD Student"
1181,3,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Lack of familiarity with the process.  Delays in student projects (much clearer and more definitive operationalisation of study aims required for preregistration)",1,1,NA,NA,NA,1,"Preregistration will (not 'might') make it more difficult to find statistically significant results",NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,2,NA,1,1,1,1,NA,NA,1,NA,1,"Half",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,1,0,1,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,4,"Significant Crisis",49,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","1","3","1","2","1","2","3","1","3","1","3","4","4","4","2","2","Some","Aware, But Not Used","Extremely important","Some Use","Other"
1182,3,"Not at all",3,NA,NA,NA,NA,1,"HDR preregistration process",6,"Via email with Swinburne Ethics",NA,NA,NA,NA,NA,NA,1,"Open data should be freely accessible as per the government protocols to enable agile research theory and development practices - preregistration is not required at most universities overseas",1,1,1,1,1,NA,NA,1,NA,NA,1,"Extremely important","Regular Use",1,NA,1,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,1,NA,NA,NA,1,2,2,2,0,2,0,0,0,2,0,0,2,1,NA,1,"Swinburne Ethics approval is required for use of publicly available data publication - most universities do not require this","Removal of the above ethics protocol for publicly available data",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,1,5,"Significant Crisis",40,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,17," Psychology and Cognitive Sciences",1799," Other Psychology and Cognitive Sciences","Psyc & Cog Sciences","1","3","4","3","1","4","4","1","2","2","0","1","4","4","3","0","Some","Some Experience","Extremely important","Regular Use","PhD Student"
1183,1,"Not at all",3,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not at all","Regular Use",NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"I don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,13," Education",1399," Other Education","ASSH",NA,"1","4","3","4","4","2","2","4","1","5","1","1","3","1","5","Unaware","Some Experience","Somewhat important","Aware, But Not Used","Research Assistant"
1184,2,"Somewhat unimportant",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"I wouldn't know how to go about that.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,NA,1,"I am not aware of it, so I can't say no",NA,1,NA,1,NA,NA,1,"Re: others might find it difficult to understand my materials: I am not sure how much info needs to be provided (eg dictionary, syntax) with the data",NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"Some",NA,NA,NA,NA,NA,NA,1,"I have not paid",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,2,0,0,0,0,0,0,1,0,1,NA,1,"Uncertainty","Greater field-specific training and finding for open research",1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,4,"Slight Crisis",66,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","2","2","3","2","2","1","2","2","4","1","4","2","3","3","1","1","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","Research Fellow"
1185,3,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,"'- wanting to achieve the best possible research article (including via the peer review and modification process) prior to making research public; / - intellectual property rights/theft in a highly competitive and in some ways fragmented publishing context",1,1,NA,NA,NA,NA,NA,NA,1,"Some",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"Australian Data Archives",1,"Some restrictions around when data and findings can be released imposed by grant schemes and funders","I'm not clear that this is desirable - the restrictions relate to the incubation period of research prior to publication, yet encourage open access to data etc post-publication. I am comfortable with this model in my field.",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,"No Crisis",90,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,12," Built Environment and Design",1205," Urban and Regional Planning","Other","3","3","2","2","2","2","3","1","4","1","4","3","3","4","1","1","Some","Aware, But Not Used","Extremely important","Some Use","Associate Professor"
1186,2,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,"anonymity in the review process",NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,2,0,1,"aware of databrary / repliCATS study / https://replicats.research.unimelb.edu.au/",0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,5,"Significant Crisis",64,0,0,0,0,0,0,NA,NA,NA,1,1,1,1,NA,1,1,"Jennifer Beaudry to HDR students, 2018 / SRCD panel on open science March 2019 - Karen Adolph, Rick Gilmore, and others",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,1,17," Psychology and Cognitive Sciences",1702," Cognitive Sciences","Psyc & Cog Sciences","1","2","1","2","2","1","3","1","4","1","0","4","3","4","1","0","Aware, But Not Used","Aware, But Not Used","Extremely important","Some Use","Research Assistant"
1187,2,"Not at all",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"'- Additional process / - Changes during the study as a result of preliminary findings",1,1,1,1,NA,NA,NA,NA,1,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"In some cases, commercial and IP sensitivity / Patent pending etc.",NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,1,"prior to publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,2,NA,1,NA,1,1,NA,NA,NA,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,1,"I have not paid any fees",NA,NA,NA,7,"Not",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"See above + cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No Crisis",30,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Not Specified",NA,NA,"Not Specified","3","2","4","2","2","2","2","2","3","2","5","1","3","3","2","5","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","NA"
1188,1,"Somewhat unimportant",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"The nature of research is to have it develop and grow and target a niche. I think its healthy for research to change directions. I wouldn't want people to judge my final publication on how different it become from my initial proposal.",NA,NA,1,1,1,NA,NA,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,1,NA,NA,1,"What validation is their of their accuracy?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,1,"I have not yet encountered this problem. But if I had to pay I would use my HDR funds.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,0,0,0,0,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,5,"Don't Know",75,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,10," Technology",1005," Communications Technologies","Tech & Comp Sciences","4","1","3","1","1","2","4","1","2","2","5","2","4","4","3","5","Unaware","Unaware","Extremely important","Regular Use","PhD Student"
1189,1,"Somewhat unimportant",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"Plagiarism",1,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,"Plagiarism /",1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,"Extremely important","Unaware",NA,NA,NA,NA,NA,2,NA,1,1,1,1,NA,NA,1,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Don't Know",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,9," Engineering",906," Electrical and Electronic Engineering","Engineering","4","1","3","1","2","2","2","1","1","1","5","2","3","4","4","5","Unaware","Unaware","Extremely important","Aware, But Not Used","Masters Student"
1190,3,"Extremely important",3,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,"Other researchers may come out with similar research faster as they may be well equipped facilities",NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"Somewhat important","Some Use",NA,NA,1,NA,NA,NA,1,"Other researchers may be able to publish faster on similar topic than my pace if thesis is made open without restriction period allowed by Swinburne. Those researchers may be familiar with editors/reviewers as newer with no name researchers/students find it hard to publish in certain high impact reviewed journals even for the basic review article needed invitation. Discouraging budding researchers.",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,1,"Not being credited as the original work",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,2,"Other researchers may publish faster of similar topics base on my data and they may know the publisher and they have the fund to publish",NA,1,NA,1,NA,NA,NA,NA,1,"All",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,3,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,2,2,0,0,0,0,0,0,0,0,2,0,0,NA,1,"Open access journal charges too high. Requested for fee waive but no respond",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,4,"Slight Crisis",90,0,0,0,0,0,0,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,6," Biological Sciences",601," Biochemistry and Cell Biology","Math, Chem, Enviro, & Bio Sciences","2","3","1","3","2","3","3","2","2","2","1","4","3","3","3","4","Some","Some Experience","Somewhat important","Some Use","PhD Student"
